Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested ,Survey Version DateTime
 QLD1 ,Project,Darling Downs BESS (APA),APA Group, Storage - Battery ,Other - Other,,1,200,200,200,200,200,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2663,Q00134,,
 QLD1 ,Existing Plant,Darling Downs Solar Farm,Darling Downs Solar Farm Pty Ltd, Solar PV - Fixed ,Solar - Solar,DDSF1,44,2.47,2.75,108.5,121,121,, In Service ,SS,,2036,,Existing less Announced Withdrawal, Solar ,1545,,Feb-24,7/03/2024
 NSW1 ,Existing Plant,Darlington Point Energy Storage System,DPESS Pty Ltd, Storage - Battery ,Other - Other,DPNTBG1,1,,25,,25,25,50, In Service ,S,Aug-23,2051,,Existing less Announced Withdrawal, Battery Storage ,2019,N00021,Feb-24,22/02/2024
 NSW1 ,Existing Plant,Darlington Point Solar Farm,Darlington Point Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,DARLSF1,108,,2.55,,274.97,274.97,, In Service ,SS,Apr-21,2055,,Existing less Announced Withdrawal, Solar ,1518,,Feb-24,21/02/2024
 VIC1 ,Project,Darlington Wind Farm - GPG,globalpower-generation_NR, Wind Turbine - Onshore ,Wind - Wind,,50,,7.2,,360,360,, Publicly Announced ,SS,,2056,,Proposed, Wind ,2464,,May-23,5/04/2023
 NSW1 ,Project,Daroobalgie Solar Farm,Pacific Hydro Australia Developments Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,32,2.5,3.13,80,100, 80.00 - 100.00 ,0, Publicly Announced ,SS,,,,Proposed, Solar ,1570,,May-23,19/03/2024
 VIC1 ,Existing Plant,Dartmouth,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,DARTM1,1,,185,,185,185,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1068,,Feb-24,7/03/2024
 SA1 ,Project,Davenport BESS,Green Gold, Storage - Battery ,Other - Other,,1,270,270,270,270,270,540, Publicly Announced ,S,,,,Proposed, Battery Storage ,2600,S00054,Jan-24,14/12/2023
 QLD1 ,Existing Plant,Daydream Solar Farm,The Daydream Solar Farm Trust, Solar PV - Single axis tracking ,Solar - Solar,DAYDSF1,61,,2.75,,167.75,167.75,, In Service ,SS,,2048,,Existing less Announced Withdrawal, Solar ,1516,,Feb-24,21/02/2024
 NSW1 ,Existing Plant,De Bortoli Wines,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.23,,0.23,0.23,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2083,,,
 VIC1 ,Project,Deal 1 (West) Off Shore Wind Farm,BayWa r.e. Australia Offshore Wind Projects 1 Pty Ltd, Wind Turbine - Offshore ,Wind - Wind,,165,18,18,"2,970.00","2,970.00","2,970.00",, Publicly Announced ,SS,,2067,,Proposed, Wind ,2546,V00107,Sep-23,26/09/2023
 VIC1 ,Project,Deal 2 (East) Off Shore Wind Farm,BayWa r.e. Australia Offshore Wind Projects 2 Pty Ltd, Wind Turbine - Offshore ,Wind - Wind,,212,14,14,"2,968.00","2,968.00","2,968.00",, Publicly Announced ,SS,,2067,,Proposed, Wind ,2547,V00108,Sep-23,26/09/2023
 VIC1 ,Project,Dederang BESS,Mint Renewables, Storage - Battery ,Other - Other,,1,200,200,200,200,200,400, Publicly Announced ,S,,,,Proposed, Battery Storage ,2621,,,30/10/2023
 VIC1 ,Project,Dederang BESS (Trina),Trina Projects Holding Australia Pty Ltd, Storage - Battery ,Other - Other,,1,500,500,500,500,500,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2659,V00144,,
 VIC1 ,Project,Delburn Wind Farm,Delburn Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,33,6.2,6.6,204.6,217.8, 204.60 - 217.80 ,, Publicly Announced ,SS,,2054,,Proposed, Wind ,1949,V00131,May-23,27/03/2023
 NSW1 ,Project,Deniliquin BESS - Storage - KCI,Enervest Pty Ltd, Storage - Battery ,Other - Other,,1,150,150,150,150,150,0, Publicly Announced ,SS,,,,Proposed, Battery Storage ,2380,N00107,Sep-23,27/09/2023
 NSW1 ,Project,Deniliquin East BESS,BESS Arctic Pty Ltd, Storage - Battery ,Other - Other,,1,100,100,100,100,100,200, Publicly Announced ,S,Jul-25,,,Proposed, Battery Storage ,2375,N00101,May-24,13/05/2024
 NSW1 ,Project,Denman BESS - KCI,NEMMCOM Renewables Australia Developments Pty Ltd, Storage - Battery ,Other - Other,,572,4.2,4.2,"2,402.40","2,402.40","2,402.40",0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2722,N00161,,
 VIC1 ,Project,Derby Solar Farm,DERBY SOLAR PROJECT PTY LTD , Solar PV - Single axis tracking ,Solar - Solar,,30,3.17,3.17,95.1,95.1,95.1,, Anticipated ,SS,Mar-25,2053,,Anticipated, Solar ,2513,,May-24,15/05/2024
 TAS1 ,Project,Derwent Valley Wind Farm, West Coast Renewable Energy, Wind Turbine - Onshore ,Wind - Wind,,1,150,150,150,150,150,, Publicly Announced ,TBA,,,,Proposed, Wind ,2232,T00012,Sep-23,
 TAS1 ,Existing Plant,Devils Gate,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,DEVILS_G,1,60,60,60,60,60,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1069,,Feb-24,8/03/2024
 NSW1 ,Existing Plant,DHL6 Solar Horsley Park,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.1,,0.1,0.1,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2084,,,
 VIC1 ,Existing Plant,Diapur Wind Farm,Diapur Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,2,,4,,8,8,, In Service ,NS,Oct-21,2046,,Existing less Announced Withdrawal, Wind ,1496,,Sep-22,30/09/2022
 NSW1 ,Project,Dinawan Energy Hub,Spark Renewables Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1,,400,,400,400,, Publicly Announced ,SS,Sep-28,2058,,Proposed, Solar ,1924,,May-24,4/06/2024
 NSW1 ,Project,Dinawan Energy Hub,Spark Renewables Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1,4,400,4,400, 4.00 - 400.00 ,, Publicly Announced ,SS,Nov-27,2057,,Proposed, Solar ,1924,,May-24,4/06/2024
 NSW1 ,Project,Dinawan Energy Hub,Spark Renewables Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,114,4.5,6.6,513,752.4, 513.00 - 752.40 ,, Publicly Announced ,SS,Jan-30,2059,,Proposed, Wind ,1924,,May-24,4/06/2024
 NSW1 ,Project,Dinawan Energy Hub,Spark Renewables Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,86,4,6.6,344,567.6, 344.00 - 567.60 ,, Publicly Announced ,SS,Sep-27,2058,,Proposed, Wind ,1924,,May-24,4/06/2024
 NSW1 ,Project,Dinawan Energy Hub,Spark Renewables Pty Ltd, Storage - Battery ,Other - Other,,1,,300,,300,300,600, Publicly Announced ,S,Sep-27,2058,,Proposed, Battery Storage ,1924,,May-24,4/06/2024
 QLD1 ,Project,Dingo Solar Farm,ESCO Pacific, Solar PV - Fixed ,Solar - Solar,,1,85,85,85,85,85,, Publicly Announced ,SS,,,,Proposed, Solar ,1671,,Apr-23,27/03/2023
 SA1 ,Project,Direk BESS,BESS DIREK PTY LTD, Storage - Battery ,Other - Other,,1, -   ,20, -   ,20,20,40, Publicly Announced ,S,,2044,,Proposed, Battery Storage ,2429,,Sep-23,6/03/2024
 NSW1 ,Existing Plant,Drayton's Family Wines Solar,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.2,,0.2,0.2,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2085,,,
 SA1 ,Project,Dry Creek BESS - KCI, International Power (Energy) Pty Ltd, Storage - Battery ,Other - Other,,1,55,55,55,55,55,110, Publicly Announced ,S,,,,Proposed, Battery Storage ,2306,S00030,Jan-24,3/01/2024
 SA1 ,Existing Plant,Dry Creek GT,Synergen Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,DRYCGT1,1,,52,,52,52,, In Service ,S,,2030,,Existing less Announced Withdrawal, OCGT ,1070,,Feb-24,6/03/2024
 SA1 ,Existing Plant,Dry Creek GT,Synergen Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,DRYCGT2,1,,52,,52,52,, In Service ,S,,2030,,Existing less Announced Withdrawal, OCGT ,1070,,Feb-24,6/03/2024
 SA1 ,Existing Plant,Dry Creek GT,Synergen Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,DRYCGT3,1,,52,,52,52,, In Service ,S,,2030,,Existing less Announced Withdrawal, OCGT ,1070,,Feb-24,6/03/2024
 VIC1 ,Existing Plant,Drysdale,LMS_NR, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas,,1,,1.06,,1.06,1.06,, In Service ,NS,,2042,,Existing less Announced Withdrawal, Biomass ,2158,,,30/09/2022
 QLD1 ,Project,Dulacca Solar,juwi Renewable Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,28,3.46,3.46,96.99,96.99,96.99,, Publicly Announced ,SS,,,,Proposed, Solar ,1855,,May-23,23/03/2023
 QLD1 ,Existing Plant,Dulacca Wind Farm,Dulacca Energy Project Co Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,DULAWF1,43,4.02,4.02,172.99,172.99,172.99,, In Service ,SS,Aug-24,2053,,Existing less Announced Withdrawal, Wind ,1706,,Feb-24,3/06/2024
 NSW1 ,Project,Dumaresq Solar Farm,Dumaresq Solar Farm Pty Limited, Solar PV - Single axis tracking ,Solar - Solar,,1, -   ,188, -   ,188,188,, Publicly Announced ,SS,,,,Proposed, Solar ,1907,N00005,May-23,4/08/2023
 QLD1 ,Existing Plant,Dunblane Solar Farm,Dunblane Solar Pty Ltd, Solar PV - Fixed ,Solar - Solar,,4,1.8,1.8,7.2,7.2,7.2,0, In Service ,NS,Dec-17,,,Existing less Announced Withdrawal, Solar ,1429,,Sep-22,
 VIC1 ,Existing Plant,Dundonnell Wind Farm,Tilt Renewables, Wind Turbine - Onshore ,Wind - Wind,DUNDWF1,40,4.2,4.2,168,168,168,, In Service ,SS,Jun-22,2045,,Existing less Announced Withdrawal, Wind ,1303,,Feb-24,15/03/2024
 VIC1 ,Existing Plant,Dundonnell Wind Farm,Tilt Renewables, Wind Turbine - Onshore ,Wind - Wind,DUNDWF3,29,4.2,4.2,121.8,121.8,121.8,, In Service ,SS,Jun-22,2045,,Existing less Announced Withdrawal, Wind ,1303,,Feb-24,15/03/2024
 VIC1 ,Existing Plant,Dundonnell Wind Farm,Tilt Renewables, Wind Turbine - Onshore ,Wind - Wind,DUNDWF2,11,4.2,4.2,46.2,46.2,46.2,, In Service ,SS,Jun-22,2045,,Existing less Announced Withdrawal, Wind ,1303,,Feb-24,15/03/2024
 NSW1 ,Project,Dunedoo Solar Farm,ib vogt GmbH / Sun Spot 4, Solar PV - Single axis tracking ,Solar - Solar,,1,55,55,55,55,55,, Publicly Announced ,SS,,,,Proposed, Solar ,1632,,Jan-24,18/12/2023
 NSW1 ,Project,"Dungowan 3,000 MWH PHES",Dungowan Pumped Hydro Pty Ltd, Storage - Pumped hydro ,Hydro - Water,,2,150,150,300,300,300,3000, Publicly Announced ,S,Mar-30,,,Proposed, Water ,1926,N00075,,
 QLD1 ,Project,Dunmore BESS,Samsung C&T, Storage - Battery ,Other - Other,,1,100,100,100,100,100,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2498,Q00089,Sep-23,
 QLD1 ,Project,Dunmore Solar Farm,Samsung C&T, Solar PV - Fixed ,Solar - Solar,,1,100,100,100,100,100,, Publicly Announced ,TBA,,,,Proposed, Solar ,2497,Q00089,Sep-23,
 QLD1 ,Project,Dunmore Solar PV,"Samsung C&T Renewable Energy Australia Pty, Ltd", Solar PV - Single axis tracking ,Solar - Solar,,1,,400,,400,400,, Publicly Announced ,SS,,,,Proposed, Solar ,2515,,,1/06/2023
 QLD1 ,Project,Dunmore Solar PV,"Samsung C&T Renewable Energy Australia Pty, Ltd", Storage - Battery ,Other - Other,,1,,200,,200,200,400, Publicly Announced ,S,,,,Proposed, Battery Storage ,2515,,,1/06/2023
 QLD1 ,Project,Dysart Solar Farm RED,Tilt Renewables Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,100,1,1,100,100,100,, Publicly Announced ,SS,,,,Proposed, Solar ,1627,,May-23,15/03/2024
 NSW1 ,Existing Plant,Earthpower Technologies Sydney,Earthpower Technologies Sydney, Reciprocating Engine - Spark ignition ,Other - Other,,1,3.9,3.9,3.9,3.9,3.9,0, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1438,,Sep-22,20/10/2022
 NSW1 ,Existing Plant,Eastern Creek,EDL LFG NSW Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas,EASTCRK,4,,1.26,,5.06,5.06,, In Service ,NS,,2025,,Existing less Announced Withdrawal, Biomass ,1328,,Mar-22,30/09/2022
 NSW1 ,Existing Plant,Eastern Creek 2 Gas Utilisation Facility,LMS Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas,,6,,1.12,,6.74,6.74,, In Service ,NS,,2042,,Existing less Announced Withdrawal, Biomass ,1071,,Apr-21,3/05/2022
 NSW1 ,Project,Eastern Rise Offshore Wind ,Eastern Rise OWP Project Pty Ltd, Wind Turbine - Offshore ,Wind - Wind,,115,15,15,"1,725.00","1,725.00","1,725.00",, Publicly Announced ,SS,Jun-33,,,Proposed, Wind ,2459,N00119,Apr-23,30/09/2023
 NSW1 ,Project,Edderton Hybrid Faciility - Solar,Voltere Pty Ltd., Solar PV - Fixed ,Solar - Solar,,84,4.17,4.17,350.28,350.28,350.28,, Publicly Announced ,SS,,,,Proposed, Solar ,2640,N00147,,
 NSW1 ,Project,Edderton Hybrid Facility - BESS,Voltere Pty Ltd., Storage - Battery ,Other - Other,,1,350,350,350,350,350,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2641,N00147,,
 NSW1 ,Project,Eden Offshore Wind Farm,OceanEx Energy, Wind Turbine - Offshore ,Wind - Wind,,1,,"2,000.00",,"2,000.00","2,000.00",, Publicly Announced ,SS,Jan-34,,,Proposed, Wind ,2026,,Jan-24,
 QLD1 ,Existing Plant,Edenvale Solar Park,Edenvale Solar Park Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,EDENVSF1,1, -   ,180, -   ,180,180,, In Service ,SS,Mar-24,2053,,Existing less Announced Withdrawal, Solar ,1902,,May-24,3/06/2024
 VIC1 ,Existing Plant,Eildon,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,EILDON1,1,,7.5,,7.5,7.5,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1072,,Feb-24,7/03/2024
 VIC1 ,Existing Plant,Eildon,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,EILDON1,1,,60,,60,60,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1072,,Feb-24,7/03/2024
 VIC1 ,Existing Plant,Eildon,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,EILDON2,1,,7.5,,7.5,7.5,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1072,,Feb-24,7/03/2024
 VIC1 ,Existing Plant,Eildon,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,EILDON2,1,,60,,60,60,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1072,,Feb-24,7/03/2024
 VIC1 ,Existing Plant,Eildon Pondage Power Station (EPPS),Pacific Hydro Investments Pty Ltd, Hydro - Run of River ,Hydro - Water,EILDON3,1,4.5,4.5,4.5,4.5,4.5,0, In Service ,NS,,,,Existing less Announced Withdrawal, Water ,1073,,Sep-22,18/03/2024
 QLD1 ,Project,Elai Genesis Battery Storage System,Elai Energy Pty Ltd, Storage - Battery ,Other - Other,,1,60,120,60,120, 60.00 - 120.00 ,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2743,,,
 VIC1 ,Project,Elaine BESS,Akaysha Energy, Storage - Battery ,Other - Other,,336, -   ,0.93, -   ,311.14,311.14,1244, Publicly Announced ,S,,,,Proposed, Battery Storage ,2527,,,31/05/2024
 VIC1 ,Project,Elaine Solar Farm & BESS Hybrid - KCI, Elgin Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,125,125,125,125,125,, Publicly Announced ,TBA,,,,Proposed, Solar ,2336,V00080,Jan-24,28/09/2023
 VIC1 ,Existing Plant,Elaine Wind Farm,Northleaf /InfraRed/Macquarie Capital, Wind Turbine - Onshore ,Wind - Wind,ELAINWF1,22,3.8,3.8,83.6,83.6,83.6,, In Service ,SS,Dec-20,2049,,Existing less Announced Withdrawal, Wind ,1113,,Feb-24,5/06/2024
 QLD1 ,Existing Plant,Emerald Solar Park,Lighthouse Infrastructure Management Limited, Solar PV - Single axis tracking ,Solar - Solar,EMERASF1,32,2.25,2.25,72,72,72,, In Service ,SS,Feb-19,2048,,Existing less Announced Withdrawal, Solar ,1443,,Feb-24,12/03/2024
 SA1 ,Project,Emeroo BESS,Enel Green Power Australia Pty Ltd, Storage - Battery ,Other - Other,,14,2.86,4.39,40.04,61.46, 40.04 - 61.46 ,5.71, Publicly Announced ,S,,2046,,Proposed, Battery Storage ,2262,S00026,Apr-23,23/06/2023
 VIC1 ,Existing Plant,Epworth Hospital - East Melbourne - Freemasons,Epworth Hospital Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel,,2,,0.88,,1.76,1.76,, In Service ,NS,,2050,,Existing less Announced Withdrawal, Other ,1994,,,8/04/2022
 VIC1 ,Existing Plant,Epworth Hospital - Geelong - Waurn Ponds,Epworth Hospital Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel,,2,,1.5,,3,3,, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1858,,,
 NSW1 ,Existing Plant,Eraring,Origin Energy Eraring Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal,ER01,1,,720,,720,720,, In Service - Announced Withdrawal (Permanent) ,S,,2027,19-Aug-27,Announced Withdrawal, Coal ,1074,,Feb-24,3/06/2024
 NSW1 ,Existing Plant,Eraring,Origin Energy Eraring Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal,ER02,1,,720,,720,720,, In Service - Announced Withdrawal (Permanent) ,S,,2027,19-Aug-27,Announced Withdrawal, Coal ,1074,,Feb-24,3/06/2024
 NSW1 ,Existing Plant,Eraring,Origin Energy Eraring Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal,ER03,1,,720,,720,720,, In Service - Announced Withdrawal (Permanent) ,S,,2027,19-Aug-27,Announced Withdrawal, Coal ,1074,,Feb-24,3/06/2024
 NSW1 ,Existing Plant,Eraring,Origin Energy Eraring Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal,ER04,1,,720,,720,720,, In Service - Announced Withdrawal (Permanent) ,S,,2027,19-Aug-27,Announced Withdrawal, Coal ,1074,,Feb-24,3/06/2024
 NSW1 ,Project,Eraring Big Battery,Origin Energy Electricity Limited, Storage - Battery ,Other - Other,,1,,460,,460,460,920, Committed* ,S,Dec-25,2045,,Committed, Battery Storage ,1870,N00043,May-24,31/05/2024
 NSW1 ,Project,Eraring Big Battery,Origin Energy Electricity Limited, Storage - Battery ,Other - Other,,1,, -   ,, -   ,,1400, Publicly Announced ,S,,,,Proposed, Battery Storage ,1870,N00043,May-24,31/05/2024
 NSW1 ,Project,Eraring Big Battery,Origin Energy Electricity Limited, Storage - Battery ,Other - Other,,1,,240,,240,240,480, Publicly Announced ,S,,,,Proposed, Battery Storage ,1870,N00043,May-24,31/05/2024
 NSW1 ,Existing Plant,Eraring GT,Origin Energy Eraring Pty Ltd, Turbine - OCGT ,Fossil - Diesel,ERGT01,1,,41.5,,41.5,41.5,, In Service ,NS,,2032,,Existing less Announced Withdrawal, OCGT ,1075,,Apr-23,5/06/2024
 QLD1 ,Project,Eurimbula Hybrid Facility - Battery Storage,unitedgreen_NR, Storage - Battery ,Other - Other,,1,,666,,666,666,666, Publicly Announced ,SS,Jun-26,,,Proposed, Battery Storage ,2457,Q00100,Sep-23,4/10/2023
 QLD1 ,Project,Eurimbula Solar Farm,Unitedgreen_NR, Solar PV - Single axis tracking ,Solar - Solar,,1,4,4.2,4,4.2, 4.00 - 4.20 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1561,,May-23,4/10/2023
 NSW1 ,Project,Euston Wind Farm - KCI,Balranald Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,330,330,330,330,330,, Publicly Announced ,TBA,,,,Proposed, Wind ,2370,N00098,Sep-23,
 VIC1 ,Project,Everleigh Solar Farm & BESS - KCI,Everleigh Solar Park Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,,200,,200,200,, Publicly Announced ,SS,,,,Proposed, Solar ,2756,Q00162,,
 VIC1 ,Project,Everleigh Solar Farm & BESS - KCI,Everleigh Solar Park Pty Ltd, Storage - Battery ,Other - Other,,1,, -   ,, -   ,,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2756,Q00162,,
 SA1 ,Project,Exmoor,Acciona Energy, Wind Turbine - Onshore ,Wind - Wind,,48,3,3,144,144,144,0, Publicly Announced ,SS,,,,Proposed, Wind ,1304,,May-23,19/03/2024
 VIC1 ,Project,Ferguson South Wind Farm,Ferguson Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,2,,4,,8,8,, Publicly Announced ,NS,,,,Proposed, Wind ,1872,,Sep-22,
 VIC1 ,Existing Plant,Ferguson Wind Farm,Ferguson Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,FNWF1,3,,4,,12,12,, In Service ,NS,Apr-21,,,Existing less Announced Withdrawal, Wind ,1649,,Sep-22,30/09/2022
 QLD1 ,Project,Fiery Creek Wind Farm,Tilt Renewables Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,200,200,200,200,200,, Publicly Announced ,SS,,,,Proposed, Wind ,2488,Q00084,Sep-23,13/10/2023
 NSW1 ,Existing Plant,Finley Solar Farm,Finley Solar Farm Pty Ltd as The trustee for Finley Solar Trust, Solar PV - Single axis tracking ,Solar - Solar,FINLYSF1,99,,1.64,,162.36,162.36,, In Service ,SS,Nov-19,2049,,Existing less Announced Withdrawal, Solar ,1680,,Feb-24,5/03/2024
 TAS1 ,Existing Plant,Fisher,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,FISHER,1,43.2,43.2,43.2,43.2,43.2,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1076,,Feb-24,8/03/2024
 VIC1 ,Existing Plant,Flavorite Marketing,TBA, Solar PV - Fixed ,Solar - Solar,,1,,0.15,,0.15,0.15,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2086,,,
 NSW1 ,Existing Plant,Flyers Creek Wind Farm,Flyers Creek Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,FLYCRKWF,38,3.83,3.83,145.54,145.54,145.54,, In Service ,SS,Jul-24,2063,,Existing less Announced Withdrawal, Wind ,1268,,Feb-24,19/03/2024
 NSW1 ,Project,Forbes Solar Farm & BESS, Forbes Solar Farm Pty Ltd ATF Forbes Genesis Project Trust, Solar PV - Single axis tracking ,Solar - Solar,,1, -   ,4.6, -   ,4.6,4.6,, Publicly Announced ,SS,,,,Proposed, Solar ,2198,N00060,May-24,3/06/2024
 NSW1 ,Project,Forbes Solar Farm & BESS, Forbes Solar Farm Pty Ltd ATF Forbes Genesis Project Trust, Storage - Battery ,Other - Other,,1,,3.6,,3.6,3.6,480, Publicly Announced ,S,,2062,,Proposed, Battery Storage ,2198,N00060,May-24,3/06/2024
 NSW1 ,Project,Forest Glen Solar Farm ,X-Elio Roma Hub Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1, -   ,90, -   ,90,90,, Publicly Announced ,SS,,,,Proposed, Solar ,2426,,May-24,7/06/2023
 QLD1 ,Project,Forest Wind,CleanSight P/L, Wind Turbine - Onshore ,Wind - Wind,,1,"1,200.00","1,200.00","1,200.00","1,200.00","1,200.00",, Publicly Announced ,TBA,,,,Proposed, Wind ,2486,Q00074,Jan-24,
 QLD1 ,Project,Forsayth Wind Farm,Forsayth Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,30,2.5,5.5,75,165, 75.00 - 165.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,1279,,May-23,19/03/2024
 VIC1 ,Project,Fosterville SF and BESS,FRV Services Australia, Solar PV - Single axis tracking ,Solar - Solar,FTVPV,23,,3.5,,80.5,80.5,, Publicly Announced ,SS,,,,Proposed, Solar ,2241,V00073,Apr-23,6/03/2024
 VIC1 ,Project,Fosterville SF and BESS,FRV Services Australia, Storage - Battery ,Solar - Solar,FTVBESS,34,,3.5,,119,119,240, Publicly Announced ,S,,,,Proposed, Battery Storage ,2241,V00073,Apr-23,6/03/2024
 QLD1 ,Existing Plant,FPC Green Energy, FPC 30 Limited as Trustee for FPC Green Fund Trust , Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Wood,,1,,30,,30,30,, In Service ,NS,,,,Existing less Announced Withdrawal, Biomass ,2034,,Sep-23,
 QLD1 ,Existing Plant,Fraser Coast Community Solar Farm,Wide Bay Water Corporation, Solar PV - Fixed ,Solar - Solar,,1,0.4,0.4,0.4,0.4,0.4,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,1309,,Sep-22,
 QLD1 ,Project,Fraser Coast Solar Park,FRASER COAST SOLAR PARK PTY LTD, Solar PV - Single axis tracking ,Solar - Solar,,1,350,350,350,350,350,0, Publicly Announced ,SS,,2054,,Proposed, Solar ,1419,Q00002,May-23,20/03/2023
